,created_at,tweets,mentioned_company
4256,Thu Mar 22 03:00:36 +0000 2018,"got $1.6 billion to start wall on southern border, rest will be forthcoming. most importantly, got $700 billion to rebuild our military, $716 billion next year...most ever. had to { WASTE } money on dem giveaways in order to take care of military pay increase and new equipment.","Waste Management Inc., "
4267,Mon Mar 19 13:07:50 +0000 2018,a total witch { HUNT } with massive conflicts of interest!,"J. B. Hunt Transport Services, "
4270,Sun Mar 18 12:22:11 +0000 2018,"spent very little time with andrew mccabe, but he never took notes when he was with me. i don’t believe he made memos except to help his own agenda, probably at a later date. same with lying { JAMES } comey. can we call them fake memos?","Raymond James Financial Inc., "
4272,Sun Mar 18 00:12:48 +0000 2018,"the mueller probe should never have been started in that there was no collusion and there was no crime. it was based on fraudulent activities and a fake dossier paid for by crooked hillary and the dnc, and improperly used in fisa court for surveillance of my campaign. witch hunt!","J. B. Hunt Transport Services, "
4276,Sat Mar 17 04:08:02 +0000 2018,"andrew mccabe fired, a great day for the hard working men and women of the fbi - a great day for democracy. sanctimonious { JAMES } comey was his boss and made mccabe look like a choirboy. he knew all about the lies and corruption going on at the highest levels of the fbi!","Raymond James Financial Inc., "
4298,Tue Mar 13 22:23:26 +0000 2018,"if we don’t have a wall system, we’re not going to have a country. congress must fund the border wall &amp; prohibit grants to sanctuary jurisdictions that threaten the security of our country &amp; the people of our country. we must enforce our laws &amp; protect our people! #buildthewall https://t.co/ngqnueukvj","Everest Re Group Ltd., "
4306,Mon Mar 12 14:43:36 +0000 2018,"the pittsburgh post gazette just endorsed rick saccone for congress. he will be much better for steel and business. very strong on experience and what our country needs. { LAMB } will always vote for pelosi and dems....will raise taxes, weak on crime and border.","Lamb Weston Holdings Inc, "
4310,Mon Mar 12 12:20:03 +0000 2018,secretary of commerce wilbur { ROSS } will be speaking with representatives of the european union about eliminating the large tariffs and barriers they use against the u.s.a. not fair to our farmers and manufacturers.,"Ross Stores, "
4318,Sat Mar 10 21:29:37 +0000 2018,"the european union, wonderful countries who treat the u.s. very badly on trade, are complaining about the tariffs on steel &amp; aluminum. if they drop their horrific barriers &amp; tariffs on u.s. { PRODUCTS } going in, we will likewise drop ours. big deficit. if not, we tax cars etc. fair!","Air Products & Chemicals Inc, Maxim Integrated Products Inc, "
4337,Thu Mar 08 12:38:32 +0000 2018,looking forward to 3:30 p.m. meeting today at the white house. we have to protect &amp; build our steel and aluminum { INDUSTRIES } while at the same time showing great flexibility and cooperation toward those that are real friends  and treat us fairly on both trade and the military.,"CF Industries Holdings Inc, Huntington Ingalls Industries, Mohawk Industries, PPG Industries, "
4338,Wed Mar 07 15:38:49 +0000 2018,the u.s. is acting swiftly on intellectual { PROPERTY } theft. we cannot allow this to happen as it has for many years!,"Essex Property Trust, Inc., Simon Property Group Inc, "
4339,Wed Mar 07 15:10:48 +0000 2018,"china has been asked to develop a plan for the year of a one billion { DOLLAR } reduction in their massive trade deficit with the united states. our relationship with china has been a very good one, and we look forward to seeing what ideas they come back with. we must act soon!","Dollar General, Dollar Tree, "
4347,Tue Mar 06 13:07:08 +0000 2018,rt @erictrump: congratulations @foxnews: { FOX } has 15 of the top 20 shows with @seanhannity and @tuckercarlson leading the pack at 1st and 2n…,"Twenty-First Century Fox Class A, Twenty-First Century Fox Class B, "
4357,Mon Mar 05 00:10:12 +0000 2018,"we are on the losing side of almost all trade deals. our friends and enemies have taken advantage of the u.s. for many years. our steel and aluminum { INDUSTRIES } are dead. sorry, it’s time for a change! make america great again!","CF Industries Holdings Inc, Huntington Ingalls Industries, Mohawk Industries, PPG Industries, "
4360,Sat Mar 03 17:43:26 +0000 2018,the united states has an $800 billion { DOLLAR } yearly trade deficit because of our “very stupid” trade deals and policies. our jobs and wealth are being given to other countries that have taken advantage of us for years. they laugh at what fools our leaders have been. no more!,"Dollar General, Dollar Tree, "
4362,Sat Mar 03 14:15:00 +0000 2018,happy national { ANTHEM } day! https://t.co/cf1eugmbku,"Anthem Inc., "
4365,Fri Mar 02 13:57:22 +0000 2018,"when a country taxes our { PRODUCTS } coming in at, say, 50%, and we tax the same product coming into our country at zero, not fair or smart. we will soon be starting reciprocal taxes so that we will charge the same thing as they charge us. $800 billion trade deficit-have no choice!","Air Products & Chemicals Inc, Maxim Integrated Products Inc, "
4380,Thu Mar 01 12:12:42 +0000 2018,"our steel and aluminum { INDUSTRIES } (and many others) have been decimated by decades of unfair trade and bad policy with countries from around the world. we must not let our country, companies and workers be taken advantage of any longer. we want free, fair and smart trade!","CF Industries Holdings Inc, Huntington Ingalls Industries, Mohawk Industries, PPG Industries, "
4383,Wed Feb 28 19:01:34 +0000 2018,"today we honor billy graham as only three private { CITIZENS } before him have been honored. 

we say a prayer for our country: that all across this land, the lord will raise up men and women like billy graham to spread a message of love and hope to every precious child of god. https://t.co/em4lzuzpx9","Citizens Financial Group, "
4385,Wed Feb 28 17:10:22 +0000 2018,"today, in the center of this great chamber lies billy graham – an ambassador for christ who reminded the world of the { POWER } of prayer and the gift of god’s grace. https://t.co/5amh8nfpjw","American Electric Power, "
4386,Wed Feb 28 14:34:37 +0000 2018,"why is a.g. jeff sessions asking the inspector general to investigate potentially massive fisa abuse. will take forever, has no prosecutorial { POWER } and already late with reports on comey etc. isn’t the i.g. an obama guy? why not use justice department lawyers? disgraceful!","American Electric Power, "
4389,Wed Feb 28 12:02:58 +0000 2018,"the heritage foundation has just stated that 64% of the trump agenda is already done, faster than even ronald reagan. “we’re blown away,” said thomas binion of heritage, president trump “is very active, very conservative and very effective. huge volume &amp; spectrum of issues.”","Everest Re Group Ltd., "
4392,Tue Feb 27 22:58:19 +0000 2018,.@senatorwicker of mississippi has been a great supporter and incredible help in getting our massive tax cut bill done and approved. also big help on cutting regs. i am with him in his re-election all the way!,"Everest Re Group Ltd., "
4395,Tue Feb 27 18:11:19 +0000 2018,"i want to encourage all of my many texas friends to vote in the primary for governor greg abbott, senator ted cruz, lt. gov. dan patrick, and attorney general ken paxton. they are helping me to make america great again! vote early or on march 6th.","Abbott Laboratories, "
4396,Tue Feb 27 12:49:41 +0000 2018,witch hunt!,"J. B. Hunt Transport Services, "
4397,Tue Feb 27 12:45:58 +0000 2018,"“we’ve seen no evidence of collusion....i have seen nothing, the firing of { JAMES } comey and all of the aftermath, that suggests that the president has obstructed justice because he’s exercising his { POWER } as the president of the u.s. i just don’t see it.”  judge ken starr","American Electric Power, Raymond James Financial Inc., "
4406,Sat Feb 24 23:44:11 +0000 2018,"“russians had no compromising { INFORMATION } on donald trump” @foxnews  of course not, because there is none, and never was. this whole witch { HUNT } is an illegal disgrace...and obama did nothing about russia!","Fidelity National Information Services, J. B. Hunt Transport Services, "
4412,Sat Feb 24 20:16:32 +0000 2018,democrat judges have totally redrawn election { LINES } in the great state of pennsylvania. @foxnews. this is very unfair to republicans and to our country as a whole. must be appealed to the united states supreme court asap!,"Delta Air Lines Inc., "
4419,Fri Feb 23 17:08:42 +0000 2018,"we salute our great american flag, we put our hands on our hearts for the pledge of allegiance, and we all proudly stand for the national anthem. #cpac2018 https://t.co/qgkw2xgjp0","Anthem Inc., "
4426,Thu Feb 22 20:07:20 +0000 2018,"today, it was my great honor to { HOST } a school safety roundtable at the @whitehouse with state and local leaders, law enforcement officers, and education officials.

there is nothing more important than protecting our children. they deserve to be safe, and we will deliver! https://t.co/whc2axgwxo","Host Hotels & Resorts, "
